Parc_Id,Address Full_c,Parc_Prop_Class,Parc_Forc_Year,Parc_Occupied,Parc_Prop_Assmt,Parc_Minimum_Bid,Parc_BrownField,Zoning,Showings week,Website Publish End Date,Parc_Year_Built,Legal Description,FH_Cleanout,Offer Deadline,FH_Asking Price,Parc_Asking_Price,GCLB Owned,Parc_LRC_Sold,R4R Status,Tbl_Prop_Cat_Meaning,A_parc_CP__PID Interest::Adopt Date,A_parc_CP__PID Interest::Adopt_Void_Date
4731376030," ADDISON ST
FLINT, MI 48505",402,2004,,300,396.63,B,,10/18/2023,,,STEWART'S PLAT LOT 75.,x,10/30/2023,2000,,,p,,,,
4130203022," CRAWFORD ST
FLINT, MI 48507",402,2017,,200,672.63,A,,05/19/2022,,,NEWCOMBE PLACE NO. 1 LOT 662,x,05/31/2022,3500,0,Yes,p,,,,
4730126029," E BUNDY AVE
FLINT, MI 48505",402,2011,,200,391.98,A,,,,,BELLEVIEW LOT 259,,,,0,,,,Bundle-Occupied/Sell,,
4636253009," E FLINT PARK BLV
FLINT, MI 48505",402,2005,,900,429.96,C,,07/21/2023,,,FLINT PARK ALLOTMENT LOT 448.,x,07/31/2023,2500,,,,,,,
4106478024," E HAMILTON AVE
FLINT, MI 48506",402,2019,,1500,670.41,A,,12/01/2023,,,"RIVERSIDE LOT 9, BLK 2",x,12/11/2023,4500,0,,,,,,
4636429023," E MYRTLE AVE
FLINT, MI 48505",402,2004,,300,397.47,B,,,,,PASADENA. LOT 223.,,,,,,,,Vacant Lot,,
4636229010," E PHILADELPHIA BLV
FLINT, MI 48505",402,2018,,200,533.33,A,,,,,"BOULEVARD HEIGHTS LOT 48, BLK 2.",,,,0,,,,Vacant Lot,,
4730462041," E PIERSON RD
FLINT, MI 48505",402,2008,,200,489.26,A,,12/03/2021,,,OAK KNOLL NO. 1. LOT 534 EXC SLY 10.0 FT.,x,12/14/2021,3500,0,,,,,,
4730354035," E RIDGEWAY AVE
FLINT, MI 48505",402,2016,,300,662.77,A,,05/06/2022,,,OAK KNOLL LOT 62.,x,05/16/2022,2500,0,,,,,,
4625282023," E RUSSELL AVE
FLINT, MI 48505",402,2005,,200,606.48,C,,,,,ROBINWOOD LOT 160,,,,,,,,,,
4730155041," E RUSSELL AVE
FLINT, MI 48505",402,2015,,300,0,A,,,,,ROSEMONT LOT 147.,,,,0,,,,Bundle-Occupied/Sell,,
4730156008," E RUSSELL AVE
FLINT, MI 48505",402,2015,,200,0,A,,,,,ROSEMONT LOT 7.,,,,0,,,,,,
4730129036," E YORK AVE
FLINT, MI 48505",402,2017,,200,577.38,A,,,,,BELLEVIEW LOT 428 EXC ELY 5 FT.,,,,0,,,,Vacant Lot,,
4731204005," HORTON AVE
FLINT, MI 48505",402,2002,,100,388.1,B,,05/31/2023,,,CLOVERDALE LOT 92.,x,06/12/2023,2500,,,,,,,
4025276019," HURON ST
FLINT, MI 48507",402,2018,,900,876.97,A,,,,,VIRGINIA PLACE SUBDIVISION LOT 69,,,,0,,,,Vacant Lot,,
4108257007," KANSAS AVE
FLINT, MI 48506",402,2022,,2100,1168.76,A,,,,,KEARSLEY PARK NUMBER ONE LOT 793,,,,0,,,,Bundle-Occupied/Sell,,
4731129014," LOMITA AVE
FLINT, MI 48505",402,2004,,200,376.1,B,,,,,CLOVERDALE LOT 133.,,,,,,,,,,
4118307009," OAK ST
FLINT, MI 48503",402,2004,,100,373.74,B,,5/17 & 5/18,,,"FENTON & BISHOP'S WESTERLY ADDITION S 1 FT OF W 5 RDS OF LOT 5 AND W 5 RDS OF N 1/2 OF LOT 7, BLK 9.",x,05/30/2023,,,,,,,,
4012226002," PAGE ST
FLINT, MI 48505",402,2003,,100,611.93,B,,04/19/2023,,,PARK HEIGHTS ADDITION W 20 FT OF N 95 FT OF LOT 73 AND E 10 FT OF N 95 FT OF LOT 74.,x,05/01/2023,3000,,,,,Vacant Lot,,
4625412005," SHERMAN AVE
FLINT, MI 48505",402,2003,,300,375.6,B,,,,,SUBURBAN GARDENS LOT 705.,,,,,Yes,p,,,,
4730412028," SHERMAN AVE
FLINT, MI 48505",402,2004,,200,376.1,B,,10/11/2023,,,"FISHER PARK THAT PART OF LOTS 231 & 232 LYING SWLY OF FOLL DESC LINE: BEG AT A PT ON S LINE OF SD LOT 231, 13 FT E OF SW COR OF SD LOT 231; TH NWLY TO A PT ON E LINE OF SD LOT 232, 28 FT N OF SE COR OF SD LOT 232; TH NWLY TO P.O.E. ON N LINE OF SD LOT 232, 20 FT E OF NW COR OF SD LOT 232; EXC THAT PART OF SD LOT 232 LYING NELY OF FOLL DESC LINE: BEG AT A PT ON ABOVE DESC LINE, 20 FT SELY OF N LINE OF SD LOT 232; TH NWLY TO P.O.E. ON N LINE OF SD LOT 232, 6 FT E OF NW COR OF SD LOT 232",x,10/23/2023,3000,,,p,,,,
4119331018," SIMCOE AVE
FLINT, MI 48507",402,2014,,400,605.09,A,,09/06/2023,,,DEMING ROAD ADDITION LOT 112,x,09/18/2023,2000,0,,,,,,
4010279026," SLOAN ST
FLINT, MI 48504",402,2015,,600,0,A,,,,,"CIVIC MANOR NO. 1 PART OF LOTS 644 AND 645 BEG AT SELY COR OF SD LOT 645; TH NWLY ALG SLY LINE OF SD LOT, 50 FT; TH NLY 88.10 FT TO A PT ON NLY LINE OF SD LOT 644, 42 FT SELY FROM NWLY COR OF SD LOT; TH SELY ALG SD NLY LINE, 58 FT TO NELY COR OF SD LOT; TH SWLY ALG ELY LINE OF SD LOTS 644 AND 645, 80 FT TO BEG.",,,,0,,,,,,
4636129024," W BALTIMORE BLVD
FLINT, MI 48505",402,2006,,300,486.93,D,,11/22/2023,,,"BOULEVARD HEIGHTS LOT 2, BLK 11.",x,12/04/2023,2500,,,,,,,
1424577117," W JULIAH AVE
FLINT, MI 48505",402,2018,,100,647.48,B,,,,,LOT 615 CRESTLINE SEC 24 T8N R6E,,,,0,,,,Vacant Lot,,
4729126016,"0 CECIL DR
FLINT, MI 48505",402,2013,,400,471.12,A,,,,,WEBSTER WOODS LOT 12.,,,,0,,,,Bundle-Occupied/Sell,,
4625282009,"0 E AUSTIN AVE
FLINT, MI 48505",402,2010,,200,369.67,B,,08/03/2023,,,ROBINWOOD LOT 206,x,08/14/2023,2500,0,,,,,,
4636276013,"0 E BISHOP AVE
FLINT, MI 48505",402,2009,,500,417.78,A,,,,,FLINT PARK ALLOTMENT LOT 233,,,,0,,,,Bundle-Occupied/Sell,,
4636480018,"0 E GILLESPIE AVE
FLINT, MI 48505",402,2012,,,415.77,A,,,,,PASADENA LOT 331.,,,,0,,,,,,
4625208004,"0 E HOLBROOK AVE
FLINT, MI 48505",402,2009,,200,390.41,A,,,,,ARDMORE LOT 419,,,,0,,,,,,
4636411013,"0 E MYRTLE AVE
FLINT, MI 48505",402,2009,,100,388.35,A,,,,,DEWEY HOMESTEAD ADDITION WLY 1/2 OF LOT 151,,,,0,,,,Bundle-Occupied/Sell,,
4730462032,"0 E PIERSON RD
FLINT, MI 48505",202,2013,,200,448.51,A,,,,,OAK KNOLL NO. 1. LOT 535 EXC WLY 22 FT; ALSO EXC SLY 10 FT OF ELY 18 FT.,,,,0,,,,,,
4002426003,"1001 W DAYTON ST
FLINT, MI 48504",401,2015,,6700,0,A,,,01/08/2026,1919,"MODERN HOUSING CORPORATION ADDITION LOT 14, BLK 27.",,,5000,0,,,Reviewing Offers,,,
4730129024,"1005 E YORK AVE
FLINT, MI 48505",401,2019,No,5700,1895.68,A,,,01/17/2025,1923,BELLEVIEW LOT 445,,,7000,0,,,Re-R4R,,,
4730129025,"1009 E YORK AVE
FLINT, MI 48505",402,2010,,8900,2922.13,A,,,,,BELLEVIEW LOT 444,,,,0,,,,Vacant Lot,,
4002226002,"1009 W PASADENA AVE
FLINT, MI 48504",402,2003,,19000,6309.12,B,,,,1946,RAY MEADOWS LOT 207.,,,,1050000,,,,,,
4118307008,"1017 OAK ST
FLINT, MI 48503",401,2022,No,9500,6405.15,A,,5/17 & 5/18,05/24/2025,1900,"FENTON & BISHOP'S WESTERLY ADDITION N 35FT OF S 36 FT OF W 5 RDS OF LOT 5, BLK 9",x,05/30/2023,4500,0,,,Reviewing Offers,,,
4730183009,"1034 E AUSTIN AVE
FLINT, MI 48505",401,2015,No,4100,0,A,,11/10/2022,,1919,ROSEMONT LOT 212,x,11/21/2022,2500,0,,,Re-R4R,,,
4636129023,"105 W PHILADELPHIA BLV
FLINT, MI 48505",401,2019,No,9000,6862.62,A,,11/22/2023,,1952,"BOULEVARD HEIGHTS LOT 1, BLK 11",x,12/04/2023,2500,0,,,Re-R4R,,,
4731129015,"1054 LOMITA AVE
FLINT, MI 48505",401,2016,,1600,1538.59,A,,,,1924,CLOVERDALE LOT 134.,,,3500,0,,,Needs Pictures,,,
4625333002,"106 SHERMAN AVE
FLINT, MI 48505-2702",401,2024,No,,2431.39,A,,,07/19/2025,1952,SUBURBAN GARDENS LOT 672,,,7000,,,,Re-R4R,,,
4730129035,"1069 E YORK AVE
FLINT, MI 48505",401,2019,No,3600,2702.53,A,,,,1959,BELLEVIEW LOT 429,,,2500,0,,,Re-R4R,,,
1118551257,"1074 TERRY AVE
MOUNT MORRIS, MI 48458-2568",401,2024,No,,2489.49,A,,,10/18/2025,1935,LOT 481 ELM CREST,,,8000,,,,Reviewing Offers,,,
1118551256,"1078 TERRY AVE
MOUNT MORRIS, MI 48458",402,2010,,1000,2411.43,A,,,,,LOT 480 ELM CREST,,,,0,,,,Vacant Lot,,
4625331001,"110 E HOBSON AVE
FLINT, MI 48505",401,2023,,,2440.52,A,GN-1,,11/28/2024,1947,"SUBURBAN GARDENS LOTS 373, 374 AND 375",,,12000,,,,Re-R4R,,,
4625185003,"110 E RUSSELL AVE
FLINT, MI 48505",401,2015,,3400,0,A,,06/01/2023,03/07/2026,1954,ROBINWOOD LOT 73.,x,06/12/2023,2500,0,,,Scheduled,,,
4730462038,"1109 E PIERSON RD
FLINT, MI 48505",401,2019,No,3700,6550.54,A,,12/03/2021,,1924,OAK KNOLL NO. 1 LOTS 532 AND 533 EXC SLY 10.0 FT,x,12/14/2021,3500,0,,,Re-R4R,,,
4024278007,"1109 REMINGTON AVE
FLINT, MI 48507",401,2025,,,3257.27,A,,,,1937,,,,17000,,,,Needs Pictures,,,
4636127026,"111 W PULASKI ST
FLINT, MI 48505-3368",401,2024,No,,3443.2,A,,,04/04/2025,1953,"BOULEVARD HEIGHTS LOT 60, BLK 13",,,6000,,,,Re-R4R,,,
4010282007,"1116  FULSOM ST
FLINT, MI 48504",401,2021,No,5800,4606.27,A,,09/06/2023,09/25/2025,1926,CIVIC MANOR NO. 1 LOT 702,,09/18/2023,2500,0,,,Re-R4R,,,
4636403006,"112 E MOORE ST
FLINT, MI 48505",401,2015,,10500,0,A,,11/02/2023,,1922,DEWEY HOMESTEAD ADDITION LOT 296.,x,11/13/2023,2000,0,,,Re-R4R,,,
4010282006,"1120 FULSOM ST
FLINT, MI 48504",402,2013,,3600,1834.98,A,,09/06/2023,,1928,CIVIC MANOR NO. 1 LOT 703,x,09/18/2023,3000,0,,,,,,
1424576148,"1127 TREMONT AVE
FLINT, MI 48505-1446",401,2024,No,,2663.44,A,,,04/26/2025,1940,LOT 231 CRESTLINE SEC 24 T8N R6E,,,7000,,,,Re-R4R,,,
4730412009,"1128 SHERMAN AVE
FLINT, MI 48505",401,2015,No,4400,0,A,,10/11/2023,03/28/2025,1961,FISHER PARK LOT 233,x,10/23/2023,3000,0,,,Re-R4R,,,
4119434015,"113 E LAKEVIEW AVE
FLINT, MI 48503",402,2015,,4900,0,A,,,,,COLLINGWOOD LOT 202,,,,0,,,,Vacant Lot,,
4001177015,"113 W DARTMOUTH ST
FLINT, MI 48505",401,2014,No,10100,4476.86,A,,05/03/2023,10/31/2024,1920,STONE-MACDONALD-KAUFMANN WESTERN ADDITION LOT 64,x,05/15/2023,2000,0,,,Reviewing Offer,,,
4731203008,"1130 LOMITA AVE
FLINT, MI 48505",401,2019,No,4100,2018.5,A,,05/19/2022,01/23/2025,1925,CLOVERDALE LOT 149,x,05/31/2022,2500,0,,,Re-R4R,,,
4625185004,"114 E RUSSELL AVE
FLINT, MI 48505",402,2008,,8400,2072.84,A,,06/01/2023,,1954,ROBINWOOD LOT 72.,x,06/12/2023,2500,0,,,,,,
4119434016,"115 E LAKEVIEW AVE
FLINT, MI 48503-4152",401,2024,No,550,2542.03,A,,,,1920,COLLINGWOOD LOT 201,,,6000,0,,,Needs Pictures,,,
4636202033,"115 E MARENGO AVE
FLINT, MI 48505",401,2018,No,6900,1630.71,A,,03/24/2023,,1947,"BOULEVARD HEIGHTS LOT 27, BLK 7.",x,04/03/2023,2500,0,,,Re-R4R,,,
4010279024,"1159 DONALDSON ST
FLINT, MI 48504",401,2019,No,6300,3147.06,A,,12/01/2022,01/09/2026,1955,CIVIC MANOR NO. 1 LOT 643,x,12/12/2022,2500,0,,,Reviewing Offers,,,
4119437004,"116 E LAKEVIEW AVE
FLINT, MI 48503",401,2017,No,6200,2617.82,A,,,,1940,COLLINGWOOD LOT 207,,,5000,0,,,Needs Pictures,,,
1119552134,"1162 E CHARLES AVE
FLINT, MI 48505",401,2025,,4100,1906.07,A,,,,,W 75 FT OF LOT 121 LYNCROFT,,,9000,0,,,Needs Pictures,,,
4625176013,"117 W FOSS AVE
FLINT, MI 48505-2003",401,2024,No,,2233.6,A,,,07/18/2025,1956,ARDMORE LOT 636,,,8000,,,,Re-R4R,,,
1424552121,"1172 N CORNELL AVE
FLINT, MI 48505",401,2021,No,5000,1916.74,A,,04/12/2022,11/15/2025,,LOT 572 NORTHGATE HEIGHTS,x,04/26/2022,3000,0,,,Reviewing Offers,,,
4730208028,"1175 E HOLBROOK AVE
FLINT, MI 48505",401,2015,No,2800,0,A,,09/01/2022,01/24/2025,1955,BELLEVIEW LOTS 807 AND 808,x,09/12/2022,2500,0,,,Re-R4R,,,
4730252022,"1175 E LORADO AVE
FLINT, MI 48505",401,2022,No,4900,2212.29,C,,11/16/2023,,1955,ROSEMONT LOT 584,x,11/27/2023,3500,0,,,Re-R4R,,,
1424578032,"1189 W DOWNEY AVE
FLINT, MI 48505",401,2025,,,1773.23,A,,,,,,,,7000,,,,Needs Pictures,,,
4119280030,"120  OLIVER ST
FLINT, MI 48503",401,2021,No,9600,3299.06,A,,05/11/2022,01/30/2026,1930,PLAT OF GROVELAND - REPLAT OF LOT 111 OF OAKLAND. ELY 13.4 FT OF LOTS 3 AND 4 EXC SLY 43 FT; ALSO PARK A EXC SLY 43 FT.,,05/23/2022,3500,0,,,Reviewing Offers,,,
1118551086,"1203 MORRIS HILLS PKWY
MOUNT MORRIS, MI 48458",401,2022,No,2700,3330.4,A,,07/20/2023,04/05/2025,,LOT 172 ELM CREST,x,07/31/2023,5000,0,,,Hold,,,
4013403047,"1219 W SECOND ST
FLINT, MI 48503",402,2014,,200,858.74,B,,03/11/2022,,,"WEST FLINT PART OF LOTS 2 AND 4 DESC AS: BEG AT A PT ON SLY LINE OF W SECOND ST. 53 FT ELY FROM SELY COR OF HAZELTON ST AND SECOND ST; TH ELY ALG SLY LINE OF SECOND ST, 46 FT; TH SLY = WITH ELY LINE OF HAZELTON ST, 82.5 FT; TH WLY = WITH SLY LINE OF SECOND ST, 46 FT; TH NLY = TO HAZELTON ST, 82.5 FT TO POB, BLK 6",x,03/22/2022,1500,0,,,,Lease a Lot,,
4024478025,"1226 LINCOLN AVE
FLINT, MI 48507",401,2023,,,11798.41,A,TN-2,,08/02/2025,1919,LINCOLN PARK SUBDIVISION LOT 161,,,6600,,,,Re-R4R,,,
4119437006,"124 E LAKEVIEW AVE
FLINT, MI 48503",401,2019,No,5600,2204.38,A,,08/23/2023,03/07/2026,1920,COLLINGWOOD LOT 209.,x,09/05/2023,3500,0,,,Scheduled,,,
4106478023,"1241 E HAMILTON AVE
FLINT, MI 48506",401,2018,No,11800,2942.71,A,,12/01/2023,01/22/2026,1911,"RIVERSIDE LOT 8, BLK 2",x,12/11/2023,4500,0,,,Reviewing Offers,,,
1413576018,"1276 W COLDWATER RD
FLINT, MI 48505-4815",401,2024,No,550,3610.54,A,,,10/16/2025,1956,Property exempt from Ad Valorem taxes and assessed on the Special Act Roll      pursuant to PA 261 of 2003 expiring 12/31/2019.  LOT 18 ARLINGTON MANOR SEC 13  T8N R6E,,,9000,0,,,Hold,,,
1413552020,"1296 FLAMINGO DR
MOUNT MORRIS, MI 48458",401,2022,No,9600,3367.67,A,,,07/03/2025,1958,LOT 273 ARLINGTON MANOR NO 3 SEC 13 T8N R6E,,,5500,0,,,Hold,,,
4002253005,"1301 W DARTMOUTH ST
FLINT, MI 48504",401,2015,,6700,0,A,,,01/15/2026,1919,"MODERN HOUSING CORPORATION ADDITION. LOT 5, BLK 8 AND THAT PART OF LOT 38 BOUNDED BY THE C/L OF SD LOT 38 AND BY THE SIDE LINES OF SD LOT 5 PRODUCED.",,,3500,0,,,Re-R4R,Demo-Not Funded,,
1424553015,"1305 W PRINCETON AVE
FLINT, MI 48505",401,2019,No,4500,2331.83,A,,06/15/2022,11/21/2025,,LOT 832 NORTHGATE HEIGHTS,,06/27/2022,1500,0,,,Reviewing Offers,,,
4108138012,"1306 CRONK AVE
FLINT, MI 48506",401,2016,,7800,10196.13,A,,11/01/2023,02/14/2026,1952,KEARSLEY PARK NUMBER ONE LOT 608,x,11/13/2023,1500,0,,,Reviewing Offers,,,
4108138011,"1310 CRONK AVE
FLINT, MI 48506",402,2014,,8500,3020.33,A,,,,1931,KEARSLEY PARK NUMBER ONE LOT 607,,,,0,,,Reviewing Offer,,,
4023109016,"1310 STOCKER AVE
FLINT, MI 48503",401,2025,,,3300.64,A,,,,1916,,,,,,,,Needs Pictures,,,
4119478008,"132 E LIVINGSTON DR
FLINT, MI 48503",401,2017,No,5000,2084.61,A,,12/01/2022,02/05/2026,0,WAGNER PARK LOT 9,x,12/12/2022,3500,0,,,Reviewing Offers,,,
4636411011,"132 E MYRTLE AVE
FLINT, MI 48505",401,2019,No,5500,1735.94,A,,,11/08/2025,1927,DEWEY HOMESTEAD ADDITION. LOT 149.,,,3500,0,,,Reviewing Offers,,,
4636251026,"133 E FLINT PARK BLVD
FLINT, MI 48505",401,2015,,4600,0,A,,07/26/2023,,1929,FLINT PARK ALLOTMENT LOT 466.,x,08/07/2023,2500,0,,,Re-R4R,,,
4001181012,"133 W BAKER ST
FLINT, MI 48505-4137",401,2024,No,,1590.01,A,,,07/11/2025,1920,STONE-MACDONALD-KAUFMANN CENTRAL ADDITION W 40 FT OF LOT 101,heavy,,9000,,,,Re-R4R,,,
4636251027,"137 E FLINT PARK BLVD
FLINT, MI 48505",402,2011,,4400,3050.22,A,,07/26/2023,,1950,FLINT PARK ALLOTMENT LOT 465,x,08/07/2023,2500,0,,,,,,
4119278034,"137 E OAKLEY ST
FLINT, MI 48503",401,2016,No,5900,3497.11,A,,10/27/2022,01/29/2026,1900,OAKLAND LOT 58 AND W 15 FT OF LOT 59.,x,11/07/2022,1500,0,,,Reviewing Offers,,,
4023108020,"1402 MANN AVE
FLINT, MI 48503-6700",401,2024,No,,3178.8,A,,,11/14/2025,1920,CHEVROLET SUBDIVISION LOT 468,,,9000,,Yes,P,Reviewing Offers,,,
4002132033,"1402 W DARTMOUTH ST
FLINT, MI 48504",401,2015,,5400,0,A,,,10/23/2025,1919,"MODERN HOUSING CORPORATION ADDITION LOT 17 AND E 55 FT OF LOT 18, BLK 6",,,5000,0,,,Hold,,,
4002454019,"1402 WELCH BLVD
FLINT, MI 48504",401,2022,No,14200,7975.6,A,,,12/19/2025,1928,"MODERN HOUSING CORPORATION ADDITION NO. 4 LOT 11, BLK 120",,,8000,0,,,Reviewing Offers,Demo - Garage Only,,
4636253010,"142 E FLINT PARK BLVD
FLINT, MI 48505",401,2015,,4500,0,A,,07/21/2023,,0,FLINT PARK ALLOTMENT LOT 447.,x,07/31/2023,2500,0,,,Re-R4R,,,
4636203042,"143 E PHILADELPHIA BLV
FLINT, MI 48505",402,2014,,7400,2848.1,A,,02/22/2023,,1947,"BOULEVARD HEIGHTS LOT 20, BLK 8.",x,03/06/2023,4000,0,,,,,,
4105303011,"1442 NEW YORK AVE
FLINT, MI 48506",401,2017,No,4600,5508.5,A,,07/20/2023,02/12/2026,1920,ADELAIDE LOT 11,x,07/31/2023,1500,0,,,Reviewing Offers,,,
4105301032,"1453 NEW YORK AVE
FLINT, MI 48506",402,2012,,,537.4,A,,,,,ADELAIDE LOT 17,,,,0,,,,Bundle-Occupied/Sell,,
4636203043,"147 E PHILADELPHIA BLV
FLINT, MI 48505",401,2019,No,7500,3140.59,A,,02/22/2023,,1952,"BOULEVARD HEIGHTS LOT 19, BLK 8",x,03/06/2023,4000,0,,,Re-R4R,,,
1424577118,"1491 W JULIAH AVE
FLINT, MI 48505-1133",401,2024,No,,2184.23,A,,,03/20/2025,1950,LOT 616 CRESTLINE SEC 24 T8N R6E,,,10000,,,,Re-R4R,,,
